 0, 39
G, 60.000000, 20.122222, 2.316667, 3.627778, 5.983333
S, 70.666667, 17.254717, 2.047170, 4.523585, 6.655660
G, 62.666667, 19.457447, 2.138298, 3.696809, 5.872340
S, 62.333333, 20.229947, 2.240642, 4.288770, 6.588235
G, 68.666667, 18.364078, 2.169903, 3.640777, 5.868932
S, 65.666667, 18.827411, 2.126904, 4.258883, 6.467005
G, 58.666667, 21.073864, 2.176136, 3.596591, 5.823864
S, 59.333333, 22.011236, 1.943820, 4.466292, 6.460674
G, 66.666667, 19.590000, 2.170000, 3.650000, 5.865000
S, 63.000000, 20.407407, 2.121693, 3.777778, 5.952381
G, 64.666667, 19.881443, 2.252577, 3.706186, 6.005155
S, 63.333333, 19.436842, 2.121053, 4.252632, 6.421053
G, 55.666667, 22.113772, 2.155689, 3.736527, 5.940120
 5, 39
S, 0.250000, 6.000000, 1.000000, 13.000000, 34.000000
S, 56.000000, 33.488095, 3.369048, 4.565476, 7.988095
G, 58.666667, 31.965909, 3.471591, 3.511364, 7.647727
S, 63.666667, 21.277487, 2.209424, 4.099476, 6.387435
G, 68.000000, 19.921569, 2.284314, 3.651961, 5.980392
S, 67.666667, 16.024631, 1.862069, 4.044335, 5.955665
G, 63.666667, 17.031414, 2.010471, 3.267016, 5.324607
S, 64.000000, 20.411458, 2.067708, 4.062500, 6.187500
G, 66.666667, 19.595000, 2.040000, 3.685000, 5.810000
S, 69.666667, 19.086124, 2.100478, 4.320574, 6.468900
G, 68.000000, 19.553922, 1.975490, 3.441176, 5.455882
S, 70.000000, 21.804762, 2.123810, 3.614286, 5.790476
G, 72.666667, 21.004587, 2.513761, 3.229358, 5.793578
S, 66.000000, 19.772727, 2.161616, 4.267677, 6.484848
G, 66.333333, 19.673367, 2.120603, 3.477387, 5.638191
S, 69.000000, 17.874396, 2.019324, 4.207729, 6.285024
G, 64.333333, 19.170984, 2.378238, 3.549223, 6.015544
S, 70.666667, 21.834906, 1.990566, 3.981132, 6.023585
G, 74.000000, 20.851351, 2.342342, 3.567568, 5.963964
S, 58.000000, 19.017241, 2.304598, 4.488506, 6.896552
G, 68.000000, 16.220588, 2.098039, 3.593137, 5.799020
S, 66.000000, 20.343434, 1.888889, 4.449495, 6.414141
G, 64.000000, 20.979167, 1.942708, 3.593750, 5.583333
S, 30.000000, 19.566667, 6.988889, 6.988889, 14.033333
G, 34.666667, 16.932692, 7.471154, 6.192308, 13.759615
S, 61.333333, 18.114130, 2.027174, 4.250000, 6.326087
G, 61.333333, 18.114130, 1.831522, 4.141304, 6.016304
S, 60.666667, 19.708791, 2.329670, 4.675824, 7.049451
G, 67.000000, 17.845771, 2.189055, 3.805970, 6.039801
S, 72.333333, 17.866359, 2.013825, 4.359447, 6.428571
G, 62.000000, 20.844086, 2.123656, 3.575269, 5.774194
S, 66.666667, 18.275000, 2.280000, 4.245000, 6.575000
G, 58.666667, 20.767045, 2.005682, 3.926136, 6.096591
S, 64.000000, 18.489583, 2.213542, 4.015625, 6.286458
G, 57.666667, 20.520231, 2.156069, 3.751445, 6.034682
S, 67.000000, 20.487562, 2.203980, 4.233831, 6.497512
G, 62.666667, 21.904255, 2.074468, 3.553191, 5.670213
S, 67.000000, 19.268657, 2.303483, 3.910448, 6.268657
G, 62.000000, 20.822581, 2.166667, 3.311828, 5.521505
 6, 39
S, 0.250000, 9.000000, 2.000000, 13.000000, 33.000000
S, 59.333333, 35.421348, 3.735955, 4.724719, 8.561798
G, 54.000000, 38.919753, 3.913580, 3.876543, 7.938272
S, 68.000000, 19.044118, 2.313725, 3.931373, 6.303922
G, 68.000000, 19.044118, 2.240196, 3.578431, 5.862745
S, 66.333333, 15.155779, 1.984925, 3.773869, 5.814070
G, 65.000000, 15.466667, 1.943590, 3.328205, 5.348718
S, 68.000000, 18.073529, 1.960784, 3.990196, 6.053922
G, 64.333333, 19.103627, 1.849741, 3.378238, 5.274611
S, 66.000000, 22.303030, 1.959596, 4.257576, 6.282828
G, 71.666667, 20.539535, 2.069767, 3.618605, 5.739535
S, 66.666667, 19.305000, 2.160000, 3.615000, 5.860000
G, 70.333333, 18.298578, 2.744076, 2.995261, 5.777251
S, 61.666667, 19.767568, 1.848649, 4.070270, 5.967568
G, 68.666667, 17.752427, 2.067961, 3.601942, 5.742718
S, 67.666667, 18.645320, 2.320197, 4.000000, 6.374384
G, 68.000000, 18.553922, 1.862745, 3.754902, 5.656863
S, 66.333333, 18.658291, 2.271357, 4.402010, 6.773869
G, 63.666667, 19.439791, 2.099476, 3.790576, 5.952880
S, 66.666667, 18.070000, 2.355000, 4.660000, 7.065000
G, 59.333333, 20.303371, 2.252809, 3.747191, 6.050562
S, 58.333333, 19.674286, 2.022857, 4.251429, 6.342857
G, 69.666667, 16.473684, 2.019139, 3.918660, 5.985646
S, 34.000000, 19.254902, 2.784314, 6.921569, 9.823529
G, 28.000000, 23.380952, 6.940476, 9.119048, 18.071429
S, 64.000000, 17.979167, 2.250000, 4.479167, 6.786458
G, 59.333333, 19.393258, 2.275281, 3.983146, 6.314607
S, 72.000000, 16.337963, 2.254630, 4.504630, 6.810185
G, 62.666667, 18.771277, 2.489362, 3.744681, 6.276596
S, 62.000000, 18.715054, 1.854839, 4.123656, 6.032258
G, 64.666667, 17.943299, 2.237113, 4.005155, 6.283505
S, 67.666667, 18.995074, 2.177340, 4.354680, 6.576355
G, 60.000000, 21.422222, 1.955556, 4.000000, 6.038889
S, 65.333333, 22.030612, 2.250000, 3.913265, 6.214286
G, 68.333333, 21.063415, 2.121951, 3.614634, 5.848780
S, 65.333333, 21.683673, 2.071429, 4.102041, 6.219388
G, 68.000000, 20.833333, 2.083333, 3.480392, 5.602941
S, 71.000000, 21.450704, 2.084507, 3.835681, 5.971831
G, 68.333333, 22.287805, 2.263415, 3.429268, 5.741463
 7, 41
S, 0.250000, 3.000000, 2.000000, 13.000000, 33.000000
S, 59.333333, 30.623596, 3.758427, 4.578652, 8.393258
G, 52.000000, 34.942308, 3.384615, 3.858974, 7.608974
S, 66.666667, 23.120000, 2.185000, 3.935000, 6.170000
G, 74.000000, 20.828829, 2.103604, 3.504505, 5.657658
S, 66.000000, 20.222222, 2.106061, 4.000000, 6.232323
G, 69.333333, 19.250000, 1.812500, 3.274038, 5.139423
S, 64.333333, 17.699482, 2.383420, 4.274611, 6.746114
G, 63.333333, 17.978947, 2.331579, 3.415789, 5.894737
S, 65.666667, 18.959391, 2.106599, 4.203046, 6.365482
G, 71.666667, 17.372093, 2.093023, 3.660465, 5.823256
S, 69.333333, 20.149038, 2.548077, 3.807692, 6.408654
G, 70.000000, 19.957143, 2.066667, 3.219048, 5.323810
S, 66.666667, 19.255000, 2.275000, 4.265000, 6.585000
G, 67.666667, 18.970443, 2.059113, 3.453202, 5.551724
S, 68.000000, 20.470588, 1.882353, 3.941176, 5.941176
G, 66.333333, 20.984925, 2.286432, 4.010050, 6.336683
S, 72.000000, 17.148148, 2.203704, 4.300926, 6.583333
G, 67.333333, 18.336634, 2.084158, 3.841584, 5.965347
S, 67.666667, 16.300493, 2.113300, 4.610837, 6.778325
G, 59.333333, 18.589888, 2.207865, 3.876404, 6.129213
S, 64.333333, 22.502591, 1.974093, 4.336788, 6.362694
G, 77.333333, 18.719828, 2.254310, 3.538793, 5.831897
S, 36.333333, 24.688073, 8.403670, 9.844037, 18.302752
G, 33.000000, 27.181818, 11.414141, 8.393939, 19.919192
S, 59.000000, 16.610169, 2.107345, 4.627119, 6.819209
G, 55.333333, 17.710843, 2.506024, 4.518072, 7.108434
S, 58.666667, 19.465909, 2.056818, 4.414773, 6.585227
G, 62.000000, 18.419355, 2.301075, 3.790323, 6.134409
S, 64.666667, 16.896907, 1.969072, 4.530928, 6.551546
G, 58.000000, 18.839080, 2.034483, 3.908046, 5.988506
S, 63.666667, 23.518325, 2.020942, 4.455497, 6.565445
G, 77.666667, 19.278970, 2.467811, 3.231760, 5.781116
S, 71.333333, 18.214953, 2.144860, 4.168224, 6.359813
G, 63.666667, 20.408377, 2.261780, 3.350785, 5.643979
S, 58.333333, 17.314286, 2.228571, 4.354286, 6.640000
G, 62.333333, 16.203209, 2.139037, 3.588235, 5.796791
S, 67.000000, 24.567164, 2.213930, 3.855721, 6.119403
G, 77.000000, 21.376623, 2.004329, 3.432900, 5.476190
S, 63.000000, 19.777778, 2.280423, 4.238095, 6.576720
G, 57.333333, 21.732558, 2.104651, 3.901163, 6.093023
 8, 41
S, 0.250000, 8.000000, 2.000000, 12.000000, 33.000000
S, 60.000000, 34.738889, 3.761111, 4.761111, 8.633333
G, 57.000000, 36.567251, 3.467836, 3.701754, 7.298246
S, 72.333333, 21.599078, 2.359447, 3.746544, 6.253456
G, 64.333333, 24.284974, 1.886010, 3.455959, 5.393782
S, 66.000000, 18.186869, 2.010101, 4.020202, 6.116162
G, 69.333333, 17.312500, 2.052885, 3.288462, 5.504808
S, 65.666667, 17.822335, 1.934010, 4.055838, 6.203046
G, 66.666667, 17.555000, 2.195000, 3.560000, 5.795000
S, 72.666667, 17.660550, 2.036697, 3.894495, 6.009174
G, 64.333333, 19.948187, 1.803109, 3.502591, 5.341969
S, 62.666667, 19.781915, 2.079787, 3.904255, 6.042553
G, 69.333333, 17.879808, 2.350962, 3.264423, 5.658654
S, 71.333333, 21.827103, 2.224299, 4.261682, 6.532710
G, 64.000000, 24.328125, 2.239583, 3.500000, 5.781250
S, 70.666667, 24.297170, 2.169811, 4.132075, 6.353774
G, 73.000000, 23.520548, 2.383562, 3.365297, 5.794521
S, 73.333333, 23.031818, 2.072727, 4.340909, 6.468182
G, 75.666667, 22.321586, 2.101322, 3.462555, 5.603524
S, 65.000000, 18.584615, 2.369231, 4.456410, 6.882051
G, 60.666667, 19.912088, 2.098901, 3.730769, 5.873626
S, 71.333333, 21.037383, 2.257009, 4.257009, 6.570093
G, 70.000000, 21.438095, 2.028571, 3.547619, 5.619048
S, 31.333333, 21.095745, 5.904255, 6.872340, 13.095745
G, 36.000000, 18.361111, 8.305556, 7.490741, 15.833333
S, 65.666667, 16.187817, 2.223350, 4.197970, 6.477157
G, 58.333333, 18.222857, 2.434286, 3.891429, 6.365714
S, 65.666667, 19.081218, 2.106599, 4.568528, 6.730964
G, 66.000000, 18.984848, 2.434343, 3.712121, 6.186869
S, 63.666667, 16.879581, 2.151832, 4.345550, 6.554974
G, 64.666667, 16.618557, 1.963918, 3.773196, 5.783505
S, 68.000000, 22.857843, 2.343137, 4.181373, 6.578431
G, 72.666667, 21.389908, 2.233945, 3.577982, 5.853211
S, 66.000000, 19.974747, 2.237374, 4.161616, 6.494949
G, 65.333333, 20.178571, 2.377551, 3.397959, 5.852041
S, 62.000000, 18.268817, 2.387097, 4.241935, 6.688172
G, 59.666667, 18.983240, 1.882682, 3.592179, 5.614525
S, 67.666667, 20.807882, 2.083744, 3.945813, 6.083744
G, 71.000000, 19.830986, 2.042254, 3.492958, 5.577465
S, 56.000000, 17.565476, 2.297619, 4.250000, 6.642857
G, 60.666667, 16.214286, 2.247253, 3.467033, 5.763736
 9, 39
S, 0.250000, 0.000000, 2.000000, 2.000000, 34.000000
S, 45.000000, 30.370370, 3.244444, 5.140741, 8.577778
G, 43.666667, 31.297710, 3.129771, 4.396947, 7.900763
S, 64.666667, 21.845361, 2.139175, 4.015464, 6.231959
G, 72.666667, 19.440367, 2.270642, 3.220183, 5.532110
S, 61.333333, 18.130435, 1.793478, 4.010870, 5.864130
G, 69.666667, 15.961722, 2.014354, 3.598086, 5.650718
S, 70.000000, 20.257143, 1.995238, 4.080952, 6.123810
G, 67.666667, 20.955665, 2.310345, 3.709360, 6.064039
S, 64.666667, 17.958763, 1.974227, 4.242268, 6.268041
G, 69.666667, 16.669856, 2.052632, 3.799043, 5.894737
S, 74.333333, 18.358744, 2.233184, 3.659193, 5.946188
G, 64.666667, 21.103093, 2.087629, 3.231959, 5.365979
S, 65.333333, 23.209184, 2.066327, 4.183673, 6.306122
G, 68.000000, 22.299020, 2.107843, 4.029412, 6.181373
S, 61.000000, 22.087432, 2.196721, 3.945355, 6.196721
G, 65.666667, 20.517766, 2.045685, 3.873096, 6.020305
S, 72.000000, 19.314815, 1.976852, 4.351852, 6.379630
G, 67.333333, 20.653465, 2.193069, 3.643564, 5.876238
S, 66.333333, 18.130653, 2.386935, 4.326633, 6.763819
G, 65.000000, 18.502564, 2.000000, 3.928205, 5.969231
S, 62.000000, 17.709677, 2.064516, 4.424731, 6.548387
G, 60.333333, 18.198895, 2.149171, 4.016575, 6.204420
S, 31.000000, 22.064516, 10.451613, 8.053763, 18.559140
G, 31.666667, 21.600000, 6.105263, 8.421053, 14.568421
S, 59.333333, 17.578652, 2.022472, 4.612360, 6.724719
G, 57.000000, 18.298246, 2.239766, 3.953216, 6.233918
S, 62.666667, 21.611702, 2.111702, 4.313830, 6.510638
G, 68.333333, 19.819512, 2.175610, 3.887805, 6.102439
S, 67.000000, 20.452736, 2.129353, 4.303483, 6.517413
G, 71.666667, 19.120930, 2.037209, 3.623256, 5.702326
S, 61.333333, 18.206522, 1.994565, 4.423913, 6.483696
G, 63.333333, 17.631579, 2.273684, 3.763158, 6.084211
S, 65.000000, 17.430769, 2.092308, 4.035897, 6.184615
G, 60.000000, 18.883333, 2.161111, 3.666667, 5.872222
S, 66.666667, 22.520000, 2.245000, 3.980000, 6.275000
G, 71.666667, 20.948837, 2.130233, 3.469767, 5.641860
S, 66.333333, 19.396985, 2.195980, 3.889447, 6.175879
G, 64.666667, 19.896907, 2.025773, 3.582474, 5.649485
 10, 39
S, 0.250000, 0.000000, 15.000000, 16.000000, 59.000000
S, 44.000000, 28.590909, 3.696970, 4.628788, 8.409091
G, 45.000000, 27.955556, 3.400000, 4.400000, 7.925926
S, 72.000000, 19.162037, 1.810185, 3.907407, 5.768519
G, 63.000000, 21.899471, 2.386243, 3.338624, 5.767196
S, 71.000000, 16.169014, 2.004695, 3.901408, 5.957746
G, 62.333333, 18.417112, 1.978610, 3.534759, 5.550802
S, 65.333333, 19.377551, 2.081633, 3.994898, 6.153061
G, 63.333333, 19.989474, 1.852632, 3.631579, 5.531579
S, 66.000000, 19.262626, 2.085859, 4.000000, 6.141414
G, 71.000000, 17.906103, 1.962441, 3.596244, 5.600939
S, 66.333333, 20.060302, 2.040201, 3.723618, 5.809045
G, 72.000000, 18.481481, 2.527778, 3.222222, 5.800926
S, 63.333333, 19.221053, 1.752632, 4.031579, 5.842105
G, 64.666667, 18.824742, 2.608247, 3.567010, 6.221649
S, 71.666667, 19.000000, 2.181395, 4.111628, 6.362791
G, 65.666667, 20.736041, 2.294416, 3.436548, 5.842640
S, 69.333333, 19.403846, 2.009615, 4.024038, 6.086538
G, 70.000000, 19.219048, 2.252381, 3.928571, 6.214286
S, 66.333333, 20.542714, 2.160804, 4.296482, 6.562814
G, 70.000000, 19.466667, 2.076190, 4.009524, 6.123810
S, 69.666667, 22.143541, 2.181818, 4.287081, 6.550239
G, 69.666667, 22.143541, 1.942584, 3.617225, 5.602871
S, 33.000000, 25.090909, 8.060606, 10.101010, 18.212121
G, 37.333333, 22.178571, 5.696429, 7.258929, 13.017857
S, 67.000000, 17.447761, 2.268657, 4.661692, 7.014925
G, 60.000000, 19.483333, 2.572222, 3.927778, 6.533333
S, 60.000000, 21.800000, 2.038889, 4.394444, 6.500000
G, 68.333333, 19.141463, 2.170732, 4.136585, 6.346341
S, 63.000000, 17.190476, 2.285714, 4.158730, 6.507937
