 0, 20
 0.250000, 51.000000, 0.000000, 1.000000, 93.000000
 220.000000, 28.921212, 4.271212, 3.468182, 7.860606
 317.000000, 25.586751, 2.579390, 2.116719, 4.715037
 312.666667, 26.364606, 3.024520, 2.272921, 5.321962
 317.000000, 27.821241, 2.713985, 2.294427, 5.036803
 320.000000, 26.720833, 2.803125, 2.259375, 5.094792
 314.000000, 27.984076, 2.934183, 2.371550, 5.325902
 304.666667, 24.927790, 2.782276, 2.278993, 5.086433
 310.666667, 26.851931, 2.742489, 2.299356, 5.061159
 302.333333, 27.383682, 2.979052, 2.427784, 5.431092
 302.333333, 26.221610, 2.712238, 2.357222, 5.101433
 317.000000, 27.194532, 2.862250, 2.327024, 5.208202
 308.333333, 27.771892, 3.008649, 2.400000, 5.454054
 316.666667, 26.387368, 2.767368, 2.263158, 5.074737
 300.000000, 27.331111, 2.983333, 2.504444, 5.523333
 298.000000, 29.011186, 3.271812, 2.623043, 5.928412
 313.666667, 27.849097, 3.036132, 2.352816, 5.438895
 297.000000, 27.910213, 3.172840, 2.564534, 5.757576
 290.666667, 27.574541, 3.230505, 2.592890, 5.845183
 287.666667, 26.780997, 3.346466, 2.665122, 6.064890
 1, 20
 0.250000, 52.000000, 5.000000, 1.000000, 86.000000
 251.333333, 29.086207, 4.429708, 2.990716, 7.494695
 319.000000, 26.022989, 2.612330, 2.102403, 4.736677
 306.333333, 26.909684, 2.699674, 2.322089, 5.063112
 318.333333, 26.828272, 2.639791, 2.275393, 4.937173
 321.333333, 25.443983, 2.803942, 2.254149, 5.078838
 313.666667, 28.219979, 2.943677, 2.390011, 5.358130
 300.333333, 26.762486, 2.825749, 2.463929, 5.314095
 308.666667, 27.233261, 2.772138, 2.336933, 5.138229
 298.666667, 27.104911, 3.013393, 2.489955, 5.535714
 316.000000, 27.020042, 2.768987, 2.275316, 5.064346
 310.333333, 25.970999, 2.778733, 2.328679, 5.135338
 314.666667, 27.546610, 3.003178, 2.421610, 5.451271
 320.666667, 28.047817, 2.870062, 2.281705, 5.182952
 307.333333, 26.853579, 3.050976, 2.434924, 5.522777
 315.333333, 30.473573, 3.415433, 2.511628, 5.952431
 312.666667, 27.020256, 2.954158, 2.356077, 5.344350
 299.000000, 27.124861, 3.136009, 2.457079, 5.664437
 284.333333, 27.080891, 3.033998, 2.651817, 5.718640
 291.333333, 27.681922, 3.433638, 2.669336, 6.127002
 2, 20
 0.250000, 52.000000, 4.000000, 11.000000, 59.000000
 250.000000, 28.532000, 4.156000, 3.004000, 7.290667
 323.333333, 26.422680, 2.626804, 2.102062, 4.752577
 326.333333, 27.808989, 3.128703, 2.240041, 5.391216
 325.333333, 27.391393, 2.741803, 2.248975, 5.019467
 322.666667, 26.985537, 2.814050, 2.262397, 5.103306
 317.333333, 28.182773, 2.947479, 2.390756, 5.365546
 317.333333, 26.227941, 2.858193, 2.247899, 5.129202
 305.666667, 25.723010, 2.658670, 2.292257, 4.973828
 305.333333, 27.507642, 3.126638, 2.458515, 5.609170
 320.333333, 27.542144, 2.826223, 2.237253, 5.086368
 322.000000, 27.105590, 2.801242, 2.299172, 5.120083
 309.666667, 27.573735, 2.938644, 2.442411, 5.409042
 306.000000, 27.303922, 2.782135, 2.377996, 5.180828
 308.333333, 28.774054, 3.147027, 2.452973, 5.628108
 313.333333, 30.968085, 3.393617, 2.528723, 5.972340
 298.666667, 26.375000, 2.858259, 2.552455, 5.428571
 286.666667, 27.445349, 3.170930, 2.643023, 5.837209
 293.000000, 28.745165, 3.257110, 2.641638, 5.938567
 301.666667, 28.619890, 3.433149, 2.590055, 6.059669
 3, 20
 0.250000, 30.000000, 4.000000, 2.000000, 101.000000
 243.333333, 27.272603, 4.289041, 3.080822, 7.413699
 336.000000, 26.663690, 2.672619, 2.061508, 4.761905
 331.333333, 27.855131, 3.173038, 2.193159, 5.394366
 318.000000, 27.311321, 2.713836, 2.266247, 5.002096
 318.333333, 26.039791, 2.774869, 2.254450, 5.049215
 311.333333, 27.602784, 2.970021, 2.408994, 5.414347
 309.666667, 25.730893, 2.789020, 2.285253, 5.094726
 322.000000, 26.812629, 2.734990, 2.237060, 4.993789
 305.000000, 27.846995, 3.076503, 2.474317, 5.580328
 317.000000, 27.834911, 2.849632, 2.287066, 5.174553
