20
0
 0.200000, 10.000000, 6.000000, 17.000000, 112.000000
 393.666667, 1.921253, 0.424217, 1.138019, 1.623201
 424.000000, 2.283805, 0.456761, 1.187893, 1.697327
 403.333333, 1.876860, 0.421488, 1.085950, 1.556198
 369.000000, 1.777778, 0.420054, 0.977416, 1.441734
 339.000000, 1.794494, 0.401180, 1.050147, 1.493609
 357.000000, 1.900093, 0.430439, 1.061625, 1.532213
 357.000000, 1.837535, 0.363212, 0.985994, 1.389356
 422.666667, 1.869085, 0.386435, 0.994479, 1.421136
 370.333333, 1.862286, 0.441944, 1.139514, 1.620162
 412.333333, 1.879547, 0.371867, 0.952304, 1.365400
 405.333333, 1.870066, 0.376645, 1.032895, 1.450658
 424.000000, 1.996069, 0.388365, 0.992925, 1.423742
 439.000000, 1.788914, 0.347760, 1.002278, 1.394837
 460.333333, 1.913106, 0.360608, 1.015206, 1.419261
 382.666667, 1.832753, 0.356272, 0.994774, 1.398955
 432.333333, 1.859676, 0.417116, 0.967618, 1.425598
 416.000000, 1.778846, 0.381410, 1.015224, 1.450321
 423.333333, 1.890551, 0.380315, 1.045669, 1.471654
 411.666667, 1.716599, 0.346559, 1.064777, 1.454251
1
 0.200000, 12.000000, 2.000000, 37.000000, 102.000000
 399.666667, 1.968307, 0.467056, 1.150959, 1.668891
 420.666667, 2.347861, 0.550713, 1.212361, 1.811410
 398.666667, 1.771739, 0.408863, 1.080268, 1.532609
 371.666667, 1.833184, 0.413453, 0.991928, 1.446637
 339.000000, 1.735497, 0.402163, 1.072763, 1.516224
 366.666667, 1.818182, 0.428182, 1.006364, 1.479091
 359.666667, 1.811863, 0.376274, 0.987025, 1.404078
 422.000000, 1.810427, 0.374408, 0.992891, 1.406793
 360.000000, 1.819444, 0.420370, 1.154630, 1.614815
 406.000000, 1.789819, 0.382594, 0.950739, 1.373563
 400.000000, 1.934167, 0.395833, 1.036667, 1.473333
 420.666667, 1.920761, 0.385895, 0.988906, 1.423930
 433.666667, 1.843198, 0.335895, 1.000769, 1.375865
 453.000000, 1.761589, 0.357616, 1.013245, 1.413539
 383.333333, 1.824348, 0.367826, 0.985217, 1.393913
 417.333333, 1.965655, 0.420128, 1.000799, 1.463259
 413.333333, 1.780645, 0.467742, 1.015323, 1.525000
 425.333333, 1.918495, 0.391850, 1.051724, 1.486677
 407.333333, 1.634206, 0.355974, 1.038462, 1.439444
2
